1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",3388,Lode,Ceyssens,CD&V,64,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",4069,Johan,Danen,Groen,78,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",4056,Mathias,De Clercq,Open Vld,72,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",1782,Jos,De Meyer,CD&V,64,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",2793,Annick,De Ridder,N-VA,67,Mevrouw
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",3921,Jo,De Ro,Open Vld,72,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",1806,Michel,Doomst,CD&V,64,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",3299,Martine,Fournier,CD&V,64,Mevrouw
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",3440,Lies,Jans,N-VA,67,Mevrouw
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",1834,Marino,Keulen,Open Vld,72,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",1838,Renaat,Landuyt,sp·a,65,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",4110,Bert,Maertens,N-VA,67,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",4083,Lorin,Parys,N-VA,67,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",3920,Björn,Rzoska,Groen,78,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",4064,Paul,Van Miert,N-VA,67,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",2875,Joris,Vandenbroucke,sp·a,65,De heer
1060158,OPE,1053519,2016-05-26T13:59:44+0200,2016-05-26T16:29:45+0200,"
      Leesbare wegen: conceptnota
    ",3297,Dirk,de Kort,CD&V,64,De heer
